organizationNr,name,registrationDate,nrEmployees,ownedBy_organizationNr,ownershipPercentage,organizationForm,address,postalCode,town,municipalityNr,municipality,countryCode,country
879529662,FISKERIDIREKTORATET REGION NORDLAND,1998-01-16,35,971203420,0.84,ORGL,Sjøgata 1,8006,BODØ,1804,BODØ,NO,Norge
991172521,SIKKERHET OG BEREDSKAP,2007-04-24,664,972417831,0.1,ORGL,Nydalen allé 35,0484,OSLO,0301,OSLO,NO,Norge
974638002,NITTEDAL KOMMUNE MILJØ OG SAMFUNNSUTVIKLING,1996-08-28,83,971643870,0.84,ORGL,Rådhusveien 1,1482,NITTEDAL,0233,NITTEDAL,NO,Norge
920053157,HAUGESUND KOMMUNE KD TEKNISK,2017-12-11,353,944073787,0.97,ORGL,Rådhusgata 66,5528,HAUGESUND,1106,HAUGESUND,NO,Norge
974774216,ULLENSVANG HERAD HELSE OG VELFERD,1996-09-01,316,964967903,0.75,ORGL,,5780,KINSARVIK,1231,ULLENSVANG,NO,Norge
986086560,SKI KOMMUNE BARNEHAGESEKSJONEN,2003-09-25,730,960507878,0.36,ORGL,Idrettsveien 8,1400,SKI,0213,SKI,NO,Norge
974765705,GLOPPEN KOMMUNALE KINO,1996-09-01,0,964969124,0.69,ORGL,Firdavegen 21,6823,SANDANE,1445,GLOPPEN,NO,Norge
874767182,RAUMA KOMMUNE SKOLE OG SFO,1996-10-26,239,864980902,0.08,ORGL,,6300,ÅNDALSNES,1539,RAUMA,NO,Norge
974761270,SIVILOMBUDSMANNEN STORTINGETS OMBUDSMANN FOR FORVALTNINGEN,1995-08-09,76,971524960,0.75,ORGL,Haakon VII's gate 5,0161,OSLO,0301,OSLO,NO,Norge
970955623,VETERINÆRINSTITUTTET,1995-03-12,330,972417874,0.43,ORGL,Ullevålsveien 68,0454,OSLO,0301,OSLO,NO,Norge
974794748,NORDREISA KOMMUNE SENTRALADMINISTRASJON,1997-02-20,29,943350833,0.6,ORGL,Sentrum 17,9151,STORSLETT,1942,NORDREISA,NO,Norge
974792486,LAVANGEN KOMMUNE LOABÁGA SUOHKAN HELSE OG SOSIALETATEN,1997-02-20,132,959469881,0.02,ORGL,Nessveien 7,9357,TENNEVOLL,1920,LAVANGEN,NO,Norge
974767678,"OSTERØY KOMMUNE SEKTOR FOR OPPVEKST, UNDERVISNING OG KULTUR",1996-10-26,541,864338712,0.01,ORGL,RÅDHUSET,5282,LONEVÅG,1253,OSTERØY,NO,Norge
974772965,LINDESNES KOMMUNE KULTURETAT,1996-09-01,16,964966664,0.68,ORGL,Rådhusveien 9,4520,LINDESNES,1029,LINDESNES,NO,Norge
974636638,RAKKESTAD KOMMUNALE KINO,1996-08-28,6,945372281,0.8,ORGL,Rådhusveien 8,1890,RAKKESTAD,0128,RAKKESTAD,NO,Norge
974637049,TINN KOMMUNALE KINO,1996-10-26,8,864963552,0.84,ORGL,Storstulgata 1,3660,RJUKAN,0826,TINN,NO,Norge
945962151,MOSKENES KOMMUNE,1995-06-07,223,null,null,KOMM,Rådhuset,8390,REINE,1874,MOSKENES,NO,Norge
886691912,MANKALK,2004-03-17,4,964966931,0.23,ORGL,Rådhuset,4534,MARNARDAL,1021,MARNARDAL,NO,Norge
913389883,EIGERSUND KOMMUNE HELSE OG OMSORG,2014-03-19,979,944496394,0.2,ORGL,Bøckmans gate 2,4370,EGERSUND,1101,EIGERSUND,NO,Norge
976244834,HORDALAND FYLKESKOMMUNE REGIONALAVDELINGA,1996-05-28,75,938626367,0.74,ORGL,Agnes Mowinckels gate 5,5008,BERGEN,1201,BERGEN,NO,Norge
874634832,SØR-FRON KOMMUNE LEVEKÅRSETATEN,1996-10-26,416,941827195,0.93,ORGL,Kommunevegen 1,2647,SØR-FRON,0519,SØR-FRON,NO,Norge
974790262,ALSTAHAUG KOMMUNE UNDERVISNING OG BARNEHAGE,1997-02-20,515,938712441,0.78,ORGL,Strandgata 52,8800,SANDNESSJØEN,1820,ALSTAHAUG,NO,Norge
989721003,KULTURKONTORET FOR LUNNER OG GRAN,2006-04-11,13,961381541,0.36,ORGL,Rådhusvegen 39,2770,JAREN,0534,GRAN,NO,Norge
974637235,AREMARK KOMMUNE DRIFT OG UTVIKLING,1996-09-01,47,940875560,0.92,ORGL,,1798,AREMARK,0118,AREMARK,NO,Norge
974793741,TROMS FYLKESKOMMUNE UTDANNINGSETATEN,1996-05-28,2021,864870732,0.5,ORGL,Strandvegen 13,9007,TROMSØ,1902,TROMSØ,NO,Norge
974789523,NORGES HANDELSHØYSKOLE,1995-09-13,591,872417842,0.15,ORGL,Helleveien 30,5045,BERGEN,1201,BERGEN,NO,Norge
974779498,FORSVARETS LOGISTIKKORGANISASJON MARINE EXPEDITIONARY BRIGADE,2000-07-05,0,972417823,0.94,ORGL,Haakon VII's gate 14,7041,TRONDHEIM,5001,TRONDHEIM,NO,Norge
974791617,SALTDAL KOMMUNE HELSE OG FAMILIE,1996-10-26,770,972417734,0.73,ORGL,Strandgata 14,8250,ROGNAN,1840,SALTDAL,NO,Norge
954679721,ÅRDAL KOMMUNE,1995-06-07,793,null,null,KOMM,Statsråd Evensens veg 4,6885,ÅRDALSTANGEN,1424,ÅRDAL,NO,Norge
974780348,PEDAGOGISK-PSYKOLOGISK KONTOR FOR SURNADAL HALSA OG RINDAL,1996-09-01,7,964981892,0.69,ORGL,,6650,SURNADAL,1566,SURNADAL,NO,Norge
974792354,KVÆFJORD KOMMUNE TEKNISK AVDELING,1997-02-20,53,972417998,0.86,ORGL,Bygdeveien 26,9475,BORKENES,1911,KVÆFJORD,NO,Norge
974777614,NAMSOS KOMMUNE TEKNISK,1996-10-26,218,942875967,0.18,ORGL,Carl Gulbransons gate 4,7800,NAMSOS,5005,NAMSOS,NO,Norge
979594887,OSLO KOMMUNE NÆRINGSETATEN,1998-07-28,66,997703634,0.09,ORGL,Tollbugata 27,0157,OSLO,0301,OSLO,NO,Norge
919477822,KUNNSKAPSDEPARTEMENTETS TJENESTEORGAN,2017-08-29,205,872417842,0.79,ORGL,Abels gate 5A,7030,TRONDHEIM,5001,TRONDHEIM,NO,Norge
974636182,NEDRE EIKER KOMMUNE OPPVEKST OG KULTUR,1996-08-28,1057,841088832,0.8,ORGL,Rådhusgata 2,3050,MJØNDALEN,0625,NEDRE EIKER,NO,Norge
976663462,RENNEBU KOMMUNE SOSIALADMINISTRASJON,1996-09-01,117,940083672,0.08,ORGL,Myrveien 1,7391,RENNEBU,5022,RENNEBU,NO,Norge
951549770,MELAND KOMMUNE,1995-06-07,1083,null,null,KOMM,Havnevegen 41A,5918,FREKHAUG,1256,MELAND,NO,Norge
971022264,NORSK POLARINSTITUTT,1995-03-12,175,972417882,0.91,ORGL,Framsenteret Hjalmar Johansens gate 14,9007,TROMSØ,1902,TROMSØ,NO,Norge
984068085,VOLDA OG ØRSTA REINHALDSVERK IKS,2002-01-17,21,null,null,IKS,Torvmyrane 29,6160,HOVDEBYGDA,1520,ØRSTA,NO,Norge
894735252,OS KOMMUNE TEKNISKE TENESTER,2009-11-05,59,844458312,0.8,ORGL,Osøyro,5200,OS,1243,OS,NO,Norge
990858470,NESODDEN KOMMUNE MILJØTJENESTEN,2007-02-03,141,944383565,0.51,ORGL,Håkonskastet 25,1453,BJØRNEMYR,0216,NESODDEN,NO,Norge
939760946,VOLDA KOMMUNE,1995-06-07,1995,null,null,KOMM,Stormyra 2,6100,VOLDA,1519,VOLDA,NO,Norge
974793946,PP-TJENESTEN FOR LOFOTEN,1997-11-04,0,942570619,0.81,ORGL,Storgata 37,8370,LEKNES,1860,VESTVÅGØY,NO,Norge
974640449,RE KOMMUNE NÆRING OG TEKNIKK,1996-08-28,7,983885497,0.77,ORGL,Regata 2,3174,REVETAL,0716,RE,NO,Norge
970190686,VÅGAN HAVNEVESEN KF,1995-02-20,16,938644500,0.68,KF,Fiskergata 23,8300,SVOLVÆR,1865,VÅGAN,NO,Norge
981543556,SETESDAL REGIONRÅD,2000-02-08,9,964966575,0.39,ORGL,,4747,VALLE,0940,VALLE,NO,Norge
974792141,BØ KOMMUNE TEKNISK AVDELING,1996-10-26,51,945452676,0.32,ORGL,,8475,STRAUMSJØEN,1867,BØ,NO,Norge
976661656,AREMARK KOMMUNE SENTRALADMINISTRASJON,1996-09-01,13,940875560,0.57,ORGL,Aremarkveien 2276,1798,AREMARK,0118,AREMARK,NO,Norge
996629880,SOGN BRANN OG REDNING IKS,2011-04-27,98,null,null,IKS,Hovevegen 2,6856,SOGNDAL,1420,SOGNDAL,NO,Norge
977500303,INDRE AGDER OG TELEMARK AVFALLSSELSKAP IKS,1997-05-02,33,null,null,IKS,Langmoen avfallsanlegg,3855,TREUNGEN,0830,NISSEDAL,NO,Norge
974638207,HAMAR KOMMUNE KULTUR OG FRIVILLIGHET,1996-08-28,118,970540008,0.89,ORGL,Vangsvegen 51,2317,HAMAR,0403,HAMAR,NO,Norge
974767082,ULSTEIN KOMMUNE OPPVEKSTETATEN,1996-10-26,571,964979456,0.11,ORGL,Sjøgata 63,6065,ULSTEINVIK,1516,ULSTEIN,NO,Norge
974782278,NAMSOS KOMMUNE RÅDMANNENS STAB,1996-10-26,71,942875967,0.42,ORGL,Abel Meyers gate 12,7800,NAMSOS,5005,NAMSOS,NO,Norge
916757379,LILLEHAMMER KOMMUNE OPPVEKST UTDANNING OG KULTUR,2016-02-17,2085,945578564,0.5,ORGL,Storgata 51,2609,LILLEHAMMER,0501,LILLEHAMMER,NO,Norge
990262004,SKATTEOPPKREVEREN I EIKER,2006-09-12,11,954597482,0.99,ORGL,Stasjonsgata 24,3300,HOKKSUND,0624,ØVRE EIKER,NO,Norge
912335593,KLÆBU KOMMUNE TJENESTEOMRÅDE HELSE OG OMSORG,2013-08-21,373,958731469,0.19,ORGL,Vikingvegen 8,7540,KLÆBU,5030,KLÆBU,NO,Norge
988517526,FORSVARSSTABEN FST,2005-08-11,0,986105174,0.22,ORGL,Akershus Festning Glacisgata 1,0150,OSLO,0301,OSLO,NO,Norge
974789795,NORDREISA KOMMUNE OPPVEKST,1997-02-20,348,943350833,0.09,ORGL,Sentrum 17,9151,STORSLETT,1942,NORDREISA,NO,Norge
976662253,"HOLE KOMMUNE PLEIE, REHABILITERING OG OMSORG",1996-09-01,216,960010833,0.91,ORGL,Viksveien 30,3530,RØYSE,0612,HOLE,NO,Norge
964830622,KVALSUND KOMMUNE,1995-06-07,270,null,null,KOMM,Rådhusvegen 18,9620,KVALSUND,2017,KVALSUND,NO,Norge
944716904,HATTFJELLDAL KOMMUNE,1995-06-07,401,null,null,KOMM,O.T.Olsens vei 3 A,8690,HATTFJELLDAL,1826,HATTFJELLDAL,NO,Norge
918645829,LUNNER OG GRAN INTERKOMMUNALE LEGEVAKT,2017-03-02,12,961381541,0.05,ORGL,Rådhusvegen 39,2770,JAREN,0534,GRAN,NO,Norge
983570372,ÅRDAL HAMN,2001-08-02,0,954679721,0.68,ORGL,Statsråd Evensens veg 4,6885,ÅRDALSTANGEN,1424,ÅRDAL,NO,Norge
964083266,FARSUND KOMMUNE,1995-06-07,1287,null,null,KOMM,Brogaten 7,4550,FARSUND,1003,FARSUND,NO,Norge
974766981,SELJE KOMMUNE OPPVEKST,1996-09-01,266,970541705,0.99,ORGL,,6740,SELJE,1441,SELJE,NO,Norge
974791455,LURØY KOMMUNE UTBYGGINGS- OG NÆRINGSETATEN,1997-02-20,50,940667852,0.45,ORGL,,8750,TONNES,1834,LURØY,NO,Norge
974638665,TYNSET KOMMUNE KULTURTJENESTEN,1996-09-01,45,940837685,0.83,ORGL,Torvgata 1,2500,TYNSET,0437,TYNSET,NO,Norge
885655572,STATENS PENSJONSFOND UTLAND,2003-04-30,0,972417807,0.38,ORGL,Bankplassen 2,0151,OSLO,0301,OSLO,NO,Norge
974790092,MÅSØY KOMMUNE KULTUR- OG OPPVEKSTETATEN,1997-02-20,91,941087957,0.96,ORGL,Torget 1,9690,HAVØYSUND,2018,MÅSØY,NO,Norge
996050572,FORSAND KOMMUNE - PLEIE OG OMSORG,2010-10-12,122,939347801,0.82,ORGL,Forsandheimen,4110,FORSAND,1129,FORSAND,NO,Norge
870963882,GLÅMDAL INTERKOMMUNALE RENOVASJONSSELSKAP IKS,1995-03-12,37,null,null,IKS,Hærnesvegen 299,2116,SANDER,0419,SØR-ODAL,NO,Norge
974794276,RØDØY KOMMUNE SENTRALADMINISTRASJON,1997-11-04,28,945717173,0.25,ORGL,Kommunehuset,8185,VÅGAHOLMEN,1836,RØDØY,NO,Norge
920290922,NYE ALVER KOMMUNE FRA 01.01.2020,2018-01-23,0,null,null,KOMM,Kvernhusmyrane 41,5914,ISDALSTØ,1263,LINDÅS,NO,Norge
974790505,ØKSNES KOMMUNE SKOLEADMINISTRASJON,1997-02-20,408,845152012,0.41,ORGL,Storgata 27,8430,MYRE,1868,ØKSNES,NO,Norge
989625381,FJELL KOMMUNE OMSORG,2006-03-21,658,951996777,0.85,ORGL,Foldnesvegen 1,5354,STRAUME,1246,FJELL,NO,Norge
984070659,UNDERVISNINGSBYGG OSLO KF,2002-01-10,173,958935420,0.6,KF,Grensesvingen 7,0661,OSLO,0301,OSLO,NO,Norge
986275320,BÆRUM KOMMUNE BARNEHAGER OG PARKER,2003-11-24,1216,935478715,0.83,ORGL,Arnold Haukelands plass 10,1338,SANDVIKA,0219,BÆRUM,NO,Norge
974766051,LEIKANGER KOMMUNE OPPVEKST OG OMSORG,1996-10-26,271,964967725,0.56,ORGL,Skrivarvegen 7,6863,LEIKANGER,1419,LEIKANGER,NO,Norge
997747224,ANDØY KOMMUNE - NAV,2011-12-20,22,945624809,0.46,ORGL,Storgata 54,8480,ANDENES,1871,ANDØY,NO,Norge
986471839,KILDEN TEATER- OG KONSERTHUS FOR SØRLANDET IKS,2004-01-23,332,null,null,IKS,Sjølystveien 2,4610,KRISTIANSAND S,1001,KRISTIANSAND,NO,Norge
876821842,SELBU KOMMUNE SEKTOR SAMFUNNSUTVIKLING,1996-10-26,84,971197609,0.12,ORGL,Gjelbakken 15,7580,SELBU,5032,SELBU,NO,Norge
974636778,GEILO KINO,1996-09-01,2,944889116,0.5,ORGL,,3580,GEILO,0620,HOL,NO,Norge
974643081,TYNSET KOMMUNE SENTRALADMINISTRASJON,1996-09-01,82,940837685,0.76,ORGL,Torvgata 1,2500,TYNSET,0437,TYNSET,NO,Norge
980633446,BIOTEKNOLOGIRÅDET,1999-03-23,8,983887406,0.15,ORGL,Stortingsgata 10,0161,OSLO,0301,OSLO,NO,Norge
974782545,INDRE FOSEN KOMMUNE SENTRALADMINISTRASJON,1996-10-26,70,944305483,0.13,ORGL,Rådhusveien 13,7100,RISSA,5054,INDRE FOSEN,NO,Norge
974773724,KVITSØY KOMMUNE PLAN OG UTVIKLING,1996-09-01,14,964979634,0.28,ORGL,Kommunehusveien 6,4180,KVITSØY,1144,KVITSØY,NO,Norge
961382335,OPPLAND FYLKESKOMMUNE,1995-06-07,2556,null,null,FYLK,Kirkegata 76,2609,LILLEHAMMER,0501,LILLEHAMMER,NO,Norge
974638401,VÅLER KOMMUNE HELSETJENESTER,1996-08-28,430,871034222,0.08,ORGL,Sentralgården Vålgutua 251,2436,VÅLER I SOLØR,0426,VÅLER,NO,Norge
971032081,STATENS VEGVESEN,1995-02-20,7392,972417904,0.96,ORGL,Brynsengfaret 6A,0667,OSLO,0301,OSLO,NO,Norge
981965132,FREDSKORPSET,2000-05-05,44,972417920,0.48,ORGL,Stortorvet 10,0155,OSLO,0301,OSLO,NO,Norge
974774089,FITJAR KOMMUNE PLAN OG UTVIKLING,1996-09-01,48,944073310,0.76,ORGL,,5419,FITJAR,1222,FITJAR,NO,Norge
974652218,NAV OPPLAND,1995-08-09,277,991012133,0.83,ORGL,Elvegata 19,2609,LILLEHAMMER,0501,LILLEHAMMER,NO,Norge
939900993,TORSKEN KOMMUNE,1995-06-07,182,null,null,KOMM,Kommunehuset,9380,GRYLLEFJORD,1928,TORSKEN,NO,Norge
974761157,POLITIETS FELLESTJENESTER,1995-08-09,326,915429785,0.93,ORGL,Rognebakken 8,2770,JAREN,0534,GRAN,NO,Norge
974778491,ROGALAND FYLKESKOMMUNE REGIONALPLANAVDELINGEN,1996-05-28,35,971045698,0.72,ORGL,Arkitekt Eckhoffs gate 1,4010,STAVANGER,1103,STAVANGER,NO,Norge
948164256,AURSKOG-HØLAND KOMMUNE,1995-06-07,1901,null,null,KOMM,Rådhusveien 3,1940,BJØRKELANGEN,0221,AURSKOG-HØLAND,NO,Norge
964980810,HARAM KOMMUNE,1995-06-07,1335,null,null,KOMM,Storgata 19,6270,BRATTVÅG,1534,HARAM,NO,Norge
974777568,STEINKJER KOMMUNE AVD FOR OMSORG,1996-10-26,1320,840029212,0.6,ORGL,Kongens gate 39,7713,STEINKJER,5004,STEINKJER,NO,Norge
976634411,LØRENSKOG KOMMUNE HELSE- OG OMSORGSSEKTOREN,1996-08-28,1352,842566142,0.08,ORGL,Festplassen 1,1473,LØRENSKOG,0230,LØRENSKOG,NO,Norge
974642824,VESTBY KOMMUNE SENTRALADMINISTRASJON,1996-08-28,139,943485437,0.32,ORGL,Rådhusgata 1,1540,VESTBY,0211,VESTBY,NO,Norge
974775719,KRISTIANSUND KOMMUNE HELSE OG SOSIAL,1997-11-04,1405,991891919,0.22,ORGL,Kaibakken 2,6509,KRISTIANSUND N,1505,KRISTIANSUND,NO,Norge
999129005,GJØVIK KRISESENTER IKS,2013-02-26,15,null,null,IKS,,2815,GJØVIK,0502,GJØVIK,NO,Norge
874761192,JUSTERVESENET,1995-08-09,104,912660680,0.4,ORGL,Fetveien 99,2007,KJELLER,0231,SKEDSMO,NO,Norge
982796253,MJØSLAB IKS,2001-02-01,8,null,null,IKS,Ringvegen 11,2816,GJØVIK,0502,GJØVIK,NO,Norge
915132960,RAUMA KOMMUNE HELSE OG VELFERD,2015-03-18,391,864980902,0.8,ORGL,Vollan 8A,6300,ÅNDALSNES,1539,RAUMA,NO,Norge
988783196,VADSØ VANN OG AVLØP KF,2005-11-14,11,964993602,0.26,KF,Johan Grønvigsgate 12,9800,VADSØ,2003,VADSØ,NO,Norge
974767376,ORKDAL KOMMUNE GRUNNSKOLE,1997-02-20,338,958731558,0.34,ORGL,Allfarveien 5,7300,ORKANGER,5024,ORKDAL,NO,Norge
974794497,ØKSNES KOMMUNE SENTRALADMINISTRASJON,1997-02-20,92,845152012,0.21,ORGL,Storgata 27,8430,MYRE,1868,ØKSNES,NO,Norge
974781948,VANYLVEN KOMMUNE SENTRALADMINISTRASJON,1996-09-01,40,964978662,0.54,ORGL,,6143,FISKÅ,1511,VANYLVEN,NO,Norge
999148603,DE NASJONALE FORSKNINGSETISKE KOMITEENE,2012-11-15,12,872417842,0.56,ORGL,Kongens gate 14,0153,OSLO,0301,OSLO,NO,Norge
974765837,KRISTIANSAND KOMMUNE OPPVEKSTSEKTOR,1996-10-26,4660,963296746,0.44,ORGL,Kirkegata 11B,4611,KRISTIANSAND S,1001,KRISTIANSAND,NO,Norge
812096052,INTERKOMMUNAL LEGEVAKT,2013-06-19,0,964967814,0.2,ORGL,Opheimsgata 31,5750,ODDA,1228,ODDA,NO,Norge
990808767,STØTTESENTER MOT INCEST OG SEKSUELLE OVERGREP IKS,2008-02-19,5,null,null,IKS,Glassverksgata 5,2815,GJØVIK,0502,GJØVIK,NO,Norge
971349077,HAVFORSKNINGSINSTITUTTET,1995-03-12,1031,912660680,0.66,ORGL,Nordnesgaten 50,5005,BERGEN,1201,BERGEN,NO,Norge
974792494,LAVANGEN KOMMUNE LOABÁGA SUOHKAN KULTURADMINISTRASJON,1997-02-20,3,959469881,0.47,ORGL,Nessveien 7,9357,TENNEVOLL,1920,LAVANGEN,NO,Norge
974643804,FÆRDER KOMMUNE FELLESTJENESTER,1996-08-28,58,817263992,0.34,ORGL,Tinghaugveien 18,3140,NØTTERØY,0729,FÆRDER,NO,Norge
991012206,NAV YTELSESLINJEN,2007-03-12,0,889640782,0.01,ORGL,C J Hambros Plass 2,0164,OSLO,0301,OSLO,NO,Norge
985042667,NASJONALT ORGAN FOR KVALITET I UTDANNINGEN NOKUT,2002-11-06,128,872417842,0.68,ORGL,Drammensveien 288,0283,OSLO,0301,OSLO,NO,Norge
964981981,VERRAN KOMMUNE,1995-06-07,408,null,null,KOMM,Liavegen 1,7790,MALM,5039,VERRAN,NO,Norge
940083672,RENNEBU KOMMUNE,1995-06-07,667,null,null,KOMM,Myrveien 1,7391,RENNEBU,5022,RENNEBU,NO,Norge
974781484,ULLENSVANG HERAD SENTRALADMINISTRASJON,1996-09-01,26,964967903,0.36,ORGL,Heradshuset,5780,KINSARVIK,1231,ULLENSVANG,NO,Norge
958731469,KLÆBU KOMMUNE,1995-06-07,810,null,null,KOMM,Vikingvegen 8,7540,KLÆBU,5030,KLÆBU,NO,Norge
997392388,LUSTRABADET KF,2011-10-15,24,964968241,0.67,KF,Rådhusvegen 7,6868,GAUPNE,1426,LUSTER,NO,Norge
919460326,ORKDALBADET KF,2017-11-28,0,958731558,0.26,KF,Allfarveien 5,7300,ORKANGER,5024,ORKDAL,NO,Norge
964951284,HORTEN KOMMUNE,1995-06-07,3208,null,null,KOMM,Teatergata 11,3187,HORTEN,0701,HORTEN,NO,Norge
840747972,FINANSTILSYNET,1995-08-09,294,972417807,0.37,ORGL,Revierstredet 3,0151,OSLO,0301,OSLO,NO,Norge
916232594,LIER EIENDOMSSELSKAP KF,2015-12-03,0,857566122,0.85,KF,Stokkeveien 4,3403,LIER,0626,LIER,NO,Norge
974644142,ÅMLI KOMMUNE RÅDMANNENS STAB,1996-09-01,10,864965962,0.99,ORGL,Gata 5,4865,ÅMLI,0929,ÅMLI,NO,Norge
988053961,RANDABERG KOMMUNE INFORMASJON OG NÆRING,2005-04-01,5,934945514,0.79,ORGL,Randabergveien 370,4070,RANDABERG,1127,RANDABERG,NO,Norge
985538727,NITTEDAL KOMMUNE BARNEHAGER OG FORBYGGENDE,2003-03-24,120,971643870,0.62,ORGL,Rådhusveien 1,1482,NITTEDAL,0233,NITTEDAL,NO,Norge
993581852,HOBØL KOMMUNE FAMILIENS HUS,2009-01-27,21,964947449,0.15,ORGL,Elvestadveien 1000,1827,HOBØL,0138,HOBØL,NO,Norge
976821173,TINN KOMMUNE BRANN,1996-10-26,45,864963552,0.82,ORGL,Torget 1,3660,RJUKAN,0826,TINN,NO,Norge
971033533,JERNBANEVERKET,1995-03-12,0,972417904,0.1,ORGL,Stortorvet 7,0155,OSLO,0301,OSLO,NO,Norge
980360849,PPT FOR VEFSNREGIONEN,1998-12-11,7,844824122,0.01,ORGL,Fearnleys gate 27,8657,MOSJØEN,1824,VEFSN,NO,Norge
985608180,MOLDE EIENDOM KF,2003-05-05,60,944020977,0.46,KF,Julsundvegen 13,6412,MOLDE,1502,MOLDE,NO,Norge
974790106,NORDKAPP KOMMUNE OPPVEKST- OG KULTURSEKTOREN,1997-02-20,228,938469415,0.87,ORGL,Kirkegata 1,9750,HONNINGSVÅG,2019,NORDKAPP,NO,Norge
964964610,VINJE KOMMUNE,1995-06-07,1093,null,null,KOMM,Vinjevegen 192,3890,VINJE,0834,VINJE,NO,Norge
974795027,HAMMERFEST HAVN KF,1997-06-11,28,964830533,0.62,KF,Havnegata 1,9600,HAMMERFEST,2004,HAMMERFEST,NO,Norge
993417971,HOBØL KOMMUNE BARNEHAGER,2008-12-11,78,964947449,0.28,ORGL,Elvestadveien 1000,1827,HOBØL,0138,HOBØL,NO,Norge
914531748,HELGELAND HAVN IKS,2014-12-15,0,null,null,IKS,Torolv Kveldulvsons gate 3,8800,SANDNESSJØEN,1820,ALSTAHAUG,NO,Norge
941087957,MÅSØY KOMMUNE,1995-06-07,281,null,null,KOMM,Torget 1,9690,HAVØYSUND,2018,MÅSØY,NO,Norge
995381281,BARNEVERNTJENESTEN I NORDREISA OG KVÆNANGEN,2010-04-09,14,943350833,0.1,ORGL,Flomstadvegen 10,9151,STORSLETT,1942,NORDREISA,NO,Norge
938587418,VERDAL KOMMUNE,1995-06-07,2143,null,null,KOMM,Johannes Bruns gate 2,7650,VERDAL,5038,VERDAL,NO,Norge
964951462,FLÅ KOMMUNE,1995-06-07,233,null,null,KOMM,Sentrumsvegen 24,3539,FLÅ,0615,FLÅ,NO,Norge
874794112,BINDAL KOMMUNE SENTRALADMINISTRASJON,1997-02-20,18,964983380,0.91,ORGL,Oldervikveien 5,7980,TERRÅK,1811,BINDAL,NO,Norge
974794586,IBESTAD KOMMUNE SENTRALADMINISTRASJON,1997-11-04,13,959469792,0.08,ORGL,Kopparvika 7,9450,HAMNVIK,1917,IBESTAD,NO,Norge
974639866,SIGDAL KOMMUNE TEKNISK ETAT,1996-10-26,26,964962766,0.31,ORGL,,3350,PRESTFOSS,0621,SIGDAL,NO,Norge
987665483,VESTFOLD INTERKOMMUNALE KONTROLLUTVALGSSEKRETARIAT - VIKS,2004-12-29,2,983885497,0.62,ORGL,Revetalgata 10,3174,REVETAL,0716,RE,NO,Norge
974635356,BYKLE KOMMUNE UNDERVISNING - OPPVEKST,1996-09-01,104,958814968,0.09,ORGL,,4754,BYKLE,0941,BYKLE,NO,Norge
971022051,OSLO KOMMUNE BYDEL 6 ULLERN,1995-03-12,1093,876819872,0.66,ORGL,Hoffsveien 48,0377,OSLO,0301,OSLO,NO,Norge
974771268,STRYN KINO,1996-10-26,2,963989202,0.43,ORGL,Tinggata 18,6783,STRYN,1449,STRYN,NO,Norge
991974679,VÆRNESREGIONEN LØNN/REGNSKAP,2007-11-21,29,939958851,0.39,ORGL,Kjøpmannsgata 9,7500,STJØRDAL,5035,STJØRDAL,NO,Norge
974761467,DATATILSYNET,1995-08-09,43,972417858,0.41,ORGL,Tollbugata 3,0152,OSLO,0301,OSLO,NO,Norge
974762684,FYLKESMANNEN I TELEMARK,1995-08-09,110,972417858,0.71,ORGL,Gjerpensgate 14,3716,SKIEN,0806,SKIEN,NO,Norge
974794349,SØRFOLD KOMMUNE SENTRALADMINISTRASJON,1996-10-26,37,972417750,0.44,ORGL,Rådhuset,8226,STRAUMEN,1845,SØRFOLD,NO,Norge
974762927,TOLLREGION SØR-NORGE,1995-08-09,193,974761343,0.02,ORGL,Vestre Strandgate 21,4611,KRISTIANSAND S,1001,KRISTIANSAND,NO,Norge
971527439,OMBUDSMANNEN FOR FORSVARET,1995-08-09,5,971524960,0.07,ORGL,Karl Johans gate 25,0159,OSLO,0301,OSLO,NO,Norge
989566369,GLÅMDAL BRANNVESEN IKS,2006-03-20,58,null,null,IKS,Haakon VII's veg 4,2212,KONGSVINGER,0402,KONGSVINGER,NO,Norge
964982031,SNÅSA KOMMUNE,1995-06-07,779,null,null,KOMM,Kommunehuset,7760,SNÅSA,5041,SNÅSA,NO,Norge
974782332,LEVANGER KOMMUNE SENTRALADMINISTRASJON,1997-02-20,89,938587051,0.26,ORGL,Håkon den godes gate 30,7600,LEVANGER,5037,LEVANGER,NO,Norge
812829572,BÅTSFJORD HAVN KF,2014-01-27,7,938795592,0.07,KF,Havneterminalen Holmenvegen 16,9990,BÅTSFJORD,2028,BÅTSFJORD,NO,Norge
974793423,GAMVIK KOMMUNE KULTURADMINISTRASJON,1997-06-11,19,934266811,0.34,ORGL,Vevikveien 6 - 8,9770,MEHAMN,2023,GAMVIK,NO,Norge
970350934,FYLKESMANNEN I OPPLAND,1995-08-09,148,972417858,0.61,ORGL,Gudbrandsdalsvegen 186,2619,LILLEHAMMER,0501,LILLEHAMMER,NO,Norge
974795051,HADSEL HAVN KF,1996-10-26,3,958501420,0.56,KF,Havneterminalen,8450,STOKMARKNES,1866,HADSEL,NO,Norge
