organizationNr,name,registrationDate,nrEmployees,ownedBy_organizationNr,ownershipPercentage,organizationForm,address,postalCode,town,municipalityNr,municipality,countryCode,country
974640279,"SANDEFJORD KOMMUNE KULTUR, FRILUFTSLIV, BY- OG STEDSUTVIKLING",1996-09-01,172,916882807,0.91,ORGL,Sandefjordsveien 3,3208,SANDEFJORD,0710,SANDEFJORD,NO,Norge
994649094,HALTI KVENKULTURSENTER IKS,2010-03-16,3,null,null,IKS,Hovedvegen 2,9151,STORSLETT,1942,NORDREISA,NO,Norge
974782596,MELDAL KOMMUNE SENTRALLADMINISTRASJON,1997-02-20,41,958731647,0.39,ORGL,Kvamsveien 2,7336,MELDAL,5023,MELDAL,NO,Norge
913773489,NESODDEN KOMMUNE INTEGRERING OG MANGFOLD,2014-06-18,82,944383565,0.44,ORGL,Kongleveien 2,1452,NESODDTANGEN,0216,NESODDEN,NO,Norge
974642220,SARPSBORG LEGEVAKT,1996-08-28,135,938801363,0.46,ORGL,Roald Amundsens gate 17,1723,SARPSBORG,0105,SARPSBORG,NO,Norge
896312642,SMAALENENE BEDRIFTSHELSETJENESTE,2010-12-16,4,944345035,0.9,ORGL,David Blids gate 21,1850,MYSEN,0125,EIDSBERG,NO,Norge
974766817,BJERKREIM KOMMUNE OPPVEKST,1996-09-01,180,970490361,0.51,ORGL,Nesjane 1,4389,VIKESÅ,1114,BJERKREIM,NO,Norge
974781239,RENNESØY KOMMUNE FELLESTJENESTER,1996-09-01,14,964979545,0.37,ORGL,Asalveien 6,4150,RENNESØY,1142,RENNESØY,NO,Norge
938679088,NES KOMMUNE,1995-06-07,2119,null,null,KOMM,Rådhusgata 2,2150,ÅRNES,0236,NES,NO,Norge
990382840,DIREKTORATET FOR SAMFUNNSSIKKERHET OG BEREDSKAP(DSB) AVDELING FOR NØD- OG BEREDSKAPSKOMMUNIKASJON,2006-10-11,0,972417831,0.05,ORGL,Nydalen alle 37,0484,OSLO,0301,OSLO,NO,Norge
976634357,ENEBAKK KOMMUNE HELSE- OG OMSORGSAVDELINGEN,1996-08-28,509,964949581,0.64,ORGL,Prestegårdsveien 4,1912,ENEBAKK,0229,ENEBAKK,NO,Norge
974782731,SELBU KOMMUNE SENTRALADMINISTRASJON,1996-10-26,17,971197609,0.39,ORGL,Gjelbakken 15,7580,SELBU,5032,SELBU,NO,Norge
986829229,MOLDE KOMMUNE TILTAK FOR FUNKSJONSHEMMEDE,2004-04-27,683,944020977,0.98,ORGL,Enenvegen 12,6416,MOLDE,1502,MOLDE,NO,Norge
974794519,ANDØY KOMMUNE STAB,1996-10-26,141,945624809,0.67,ORGL,Storgata 68,8480,ANDENES,1871,ANDØY,NO,Norge
872417982,HERØY KOMMUNE,1995-06-07,358,null,null,KOMM,Silvalveien 1,8850,HERØY,1818,HERØY,NO,Norge
971643870,NITTEDAL KOMMUNE,1995-06-07,2159,null,null,KOMM,Rådhusveien 1,1482,NITTEDAL,0233,NITTEDAL,NO,Norge
974636123,ÅL KOMMUNE OPPVEKSTSEKTOREN,1996-09-01,307,864952992,0.02,ORGL,Torget 1,3570,ÅL,0619,ÅL,NO,Norge
988192031,RISØBANK INTERKOMMUNALE SELSKAP,2005-07-05,0,null,null,IKS,Risøbank 3,4514,MANDAL,1002,MANDAL,NO,Norge
989349716,VARANGER MUSEUM IKS,2006-01-25,40,null,null,IKS,Gamle Barneskolen Kirkegata 4,9950,VARDØ,2002,VARDØ,NO,Norge
987993766,AGDER OG TELEMARK KONTROLLUTVALGSSEKRETARIAT IKS,2005-03-16,7,null,null,IKS,Hellandtunet,3833,BØ I TELEMARK,0821,BØ,NO,Norge
982786495,MESTERBREVNEMNDA,2001-02-03,9,912660680,0.06,ORGL,Essendrops gate 3,0368,OSLO,0301,OSLO,NO,Norge
974634848,HOLE KOMMUNE UNDERVISNING OG OPPVEKST,1996-09-01,325,960010833,0.27,ORGL,Viksveien 30,3530,RØYSE,0612,HOLE,NO,Norge
988077585,ØRSKOG KOMMUNE PEDAGOGISK- PSYKOLOGISK RÅDGIVNINGSKONTOR,2005-04-07,7,864978932,0.21,ORGL,Sjøholtvegen 21,6240,ØRSKOG,1523,ØRSKOG,NO,Norge
977188369,NORD-TROMS TANNHELSEDISTRIKT,1997-01-30,41,974795140,0.32,ORGL,,9151,STORSLETT,1942,NORDREISA,NO,Norge
944439838,HØYANGER KOMMUNE,1995-06-07,805,null,null,KOMM,August Gunnarskogs gate 1,6993,HØYANGER,1416,HØYANGER,NO,Norge
971035684,MO I RANA HAVN KF,1995-02-20,54,872418032,0.5,KF,Toraneskaia,8622,MO I RANA,1833,RANA,NO,Norge
992170093,MOLDE EIENDOM KF,2008-03-10,0,944020977,0.25,KF,Julsundvegen 13,6412,MOLDE,1502,MOLDE,NO,Norge
986497625,HORTEN HAVNEVESEN,2004-02-05,12,964951284,0.5,ORGL,Tollbugata 2,3187,HORTEN,0701,HORTEN,NO,Norge
993578215,SKATTEOPPKR. I EIDSBERG OG TRØGSTAD,2009-01-27,0,944345035,0.24,ORGL,Ordfører Voldens vei 1,1850,MYSEN,0125,EIDSBERG,NO,Norge
974794446,MOSKENES KOMMUNE SENTRALADMINISTRASJON,1997-06-11,13,945962151,0.58,ORGL,Catogården,8390,REINE,1874,MOSKENES,NO,Norge
972417920,UTENRIKSDEPARTEMENTET,1995-06-07,1498,null,null,STAT,7 JUNI PL 1,0251,OSLO,0301,OSLO,NO,Norge
974636484,LILLESAND KOMMUNE SEKTOR FOR HELSE OG KULTUR,1996-09-01,933,964965404,0.64,ORGL,Østregate 2,4790,LILLESAND,0926,LILLESAND,NO,Norge
987642491,SVALBARDS MILJØVERNFOND,2004-12-21,0,972417882,0.91,ORGL,,9170,LONGYEARBYEN,2111,SPITSBERGEN,NO,Norge
974639203,VESTRE TOTEN KOMMUNE TEKNISK DRIFT,1996-08-28,46,971028300,0.21,ORGL,Kirkevegen 8,2830,RAUFOSS,0529,VESTRE TOTEN,NO,Norge
984936923,NORSK PASIENTSKADEERSTATNING,2002-10-23,173,983887406,0.27,ORGL,Wergelandsveien 1,0167,OSLO,0301,OSLO,NO,Norge
998516889,TINN KOMMUNE PLAN OG LANDBRUK,2012-06-19,20,864963552,0.47,ORGL,Sam Eydes gate 57,3660,RJUKAN,0826,TINN,NO,Norge
974776731,HALSA KOMMUNE HELSE- OG OMSORGSAVDELING,1997-02-20,187,962350526,0.74,ORGL,,6683,VÅGLAND,1571,HALSA,NO,Norge
974773848,UTSIRA KOMMUNE DRIFTS- OG UTVIKLINGSAVDELINGEN,1996-09-01,24,964979901,0.53,ORGL,,5547,UTSIRA,1151,UTSIRA,NO,Norge
989567764,LEGEVAKTEN I ARENDAL INTERKOMMUNAL LEGEVAKT,2006-03-08,83,940493021,0.56,ORGL,Sykehusveien 1,4838,ARENDAL,0906,ARENDAL,NO,Norge
999281389,MELØY UTVIKLING KF,2013-01-16,4,970189866,0.44,KF,Ørnesveien 3,8160,GLOMFJORD,1837,MELØY,NO,Norge
995999315,VESTFOLD FYLKESKOMMUNE REGIONALSEKTOREN,2010-09-29,43,944025391,0.8,ORGL,Svend Foyns gate 9,3126,TØNSBERG,0704,TØNSBERG,NO,Norge
969879069,NEDRE EIKER KOMMUNESKOGER,1995-02-20,2,841088832,0.98,ORGL,Bjørkedokk,3055,KROKSTADELVA,0625,NEDRE EIKER,NO,Norge
961382068,ØYSTRE SLIDRE KOMMUNE,1995-06-07,562,null,null,KOMM,Bygdinvegen 1989,2940,HEGGENES,0544,ØYSTRE SLIDRE,NO,Norge
998780438,ORKDAL KOMMUNE KVALIFISERING OG ARBEIDSTRENING,2012-09-01,43,958731558,0.55,ORGL,Allfarveien 5,7300,ORKANGER,5024,ORKDAL,NO,Norge
974792877,STORFJORD KOMMUNE HELSE- OG OMSORGSETATEN,1996-10-26,249,964994129,0.95,ORGL,Hatteng,9046,OTEREN,1939,STORFJORD,NO,Norge
944041036,FEDJE KOMMUNE,1995-06-07,175,null,null,KOMM,Stormarkvegen 49,5947,FEDJE,1265,FEDJE,NO,Norge
974641488,IVELAND KOMMUNE KULTURADMINISTRASJON,1996-09-01,2,864966012,0.89,ORGL,,4724,IVELAND,0935,IVELAND,NO,Norge
986844252,INNHERRED SAMKOMMUNE,2004-07-20,0,938587051,0.91,ORGL,Håkon den godes gate 30,7600,LEVANGER,5037,LEVANGER,NO,Norge
974637979,SKEDSMO KOMMUNE TEKNISK SEKTOR,1996-08-28,153,938275130,0.41,ORGL,Jonas Lies gate 18,2000,LILLESTRØM,0231,SKEDSMO,NO,Norge
887052832,ROGALAND REVISJON IKS,2004-07-20,21,null,null,IKS,Lagårdsveien 78,4010,STAVANGER,1103,STAVANGER,NO,Norge
970542507,HAMARØY KOMMUNE,1995-06-07,583,null,null,KOMM,Kommunehuset,8294,HAMARØY,1849,HAMARØY,NO,Norge
919666102,ARTSDATABANKEN,2017-10-04,28,972417882,0.91,ORGL,Høgskoleringen 9,7034,TRONDHEIM,5001,TRONDHEIM,NO,Norge
970121447,FLORA KOMMUNALE KINO,1995-03-12,8,935473578,0.75,ORGL,Markegata 51,6905,FLORØ,1401,FLORA,NO,Norge
974774569,FJELL KOMMUNE EIGEDOM,1996-09-01,149,951996777,0.42,ORGL,Foldnesvegen 1,5354,STRAUME,1246,FJELL,NO,Norge
991193367,ORKDAL KOMMUNE TEKNISKE TJENESTER,2007-04-28,155,958731558,0.94,ORGL,Allfarveien 5,7300,ORKANGER,5024,ORKDAL,NO,Norge
991825827,DIREKTORATET FOR FORVALTNING OG IKT,2007-10-15,323,972417858,0.27,ORGL,Grev Wedels plass 9,0151,OSLO,0301,OSLO,NO,Norge
996274381,"BARNEVERNTJENESTEN I VÅLER, ÅSNES OG GRUE",2010-12-07,29,964948232,0.53,ORGL,Rådhusgata 1,2270,FLISA,0425,ÅSNES,NO,Norge
971562587,KOMMUNEREVISJONSDISTRIKT NR 3 I MØRE OG ROMSDAL IKS,1995-02-20,10,null,null,IKS,Lerstadvegen 545,6018,ÅLESUND,1504,ÅLESUND,NO,Norge
964947171,RØMSKOG KOMMUNE,1995-06-07,160,null,null,KOMM,,1950,RØMSKOG,0121,RØMSKOG,NO,Norge
974781417,FJELL KOMMUNE ADMINISTRATIVE FUNKSJONAR,1996-09-01,205,951996777,0.05,ORGL,Foldnesvegen 1,5354,STRAUME,1246,FJELL,NO,Norge
976245520,HORDALAND FYLKESKOMMUNE FYLKESRÅDMANNEN,1996-05-28,2,938626367,0.36,ORGL,Agnes Mowinckels gate 5,5008,BERGEN,1201,BERGEN,NO,Norge
974766744,FORSAND KOMMUNE - HELSE OG SOSIAL,1996-09-01,149,939347801,0.82,ORGL,Kommunehuset,4110,FORSAND,1129,FORSAND,NO,Norge
974637200,HVALER KOMMUNE FAGOMRÅDE SAMFUNNSUTVIKLING,1996-08-28,89,964947082,0.07,ORGL,Storveien 32,1680,SKJÆRHALDEN,0111,HVALER,NO,Norge
991193480,ORKDAL KOMMUNE ORKDAL HELSETUN,2007-04-28,278,958731558,0.38,ORGL,Fannremsvegen 22,7320,FANNREM,5024,ORKDAL,NO,Norge
918902988,ØYER KOMMUNE STABSAVDELING,2017-04-25,45,961381185,0.83,ORGL,Kongsvegen 325,2636,ØYER,0521,ØYER,NO,Norge
972418048,VARDØ KOMMUNE,1995-06-07,358,null,null,KOMM,Kirkegata 4,9950,VARDØ,2002,VARDØ,NO,Norge
912680673,KONTROLLUTVALGSSEKRETARIATET I LOFOTEN,2013-11-05,1,938644500,0.38,ORGL,c/o Vågan kommune Storgata 29,8300,SVOLVÆR,1865,VÅGAN,NO,Norge
974639459,VESTRE SLIDRE KOMMUNE HELSE- OG SOSIALETATEN,1997-06-11,163,961382157,0.24,ORGL,Slidrevegen 16,2966,SLIDRE,0543,VESTRE SLIDRE,NO,Norge
974777231,MELDAL KOMMUNE SEKTOR HELSE OG OMSORG,1997-02-20,461,958731647,0.4,ORGL,Kvamsveien 2,7336,MELDAL,5023,MELDAL,NO,Norge
974642786,EIDSBERG KOMMUNE RÅDMANNENS STAB,1996-08-28,89,944345035,0.96,ORGL,Ordfører Voldens vei 1,1850,MYSEN,0125,EIDSBERG,NO,Norge
974643383,VESTRE TOTEN KOMMUNE SENTRALADMINISTRASJON,1996-08-28,45,971028300,0.91,ORGL,Kirkevegen 8,2830,RAUFOSS,0529,VESTRE TOTEN,NO,Norge
983492975,ANKERSKOGEN SVØMMEHALL HAMAR KF,2001-07-30,64,970540008,0.77,KF,Ankerskogvegen 7,2319,HAMAR,0403,HAMAR,NO,Norge
992033738,INDRE ØSTFOLD KRISESENTER IKS,2008-01-16,24,null,null,IKS,,1850,MYSEN,0125,EIDSBERG,NO,Norge
972417823,FORSVARSDEPARTEMENTET,1995-06-07,456,null,null,STAT,Glacisgata 1,0150,OSLO,0301,OSLO,NO,Norge
970970347,BERGEN OG OMLAND HAVNEVESEN,1995-02-20,58,964338531,0.98,ORGL,Nøstegaten 30,5010,BERGEN,1201,BERGEN,NO,Norge
974793016,KVÆNANGEN KOMMUNE TEKNISK SEKTOR,1997-02-20,116,940331102,0.75,ORGL,,9161,BURFJORD,1943,KVÆNANGEN,NO,Norge
916195613,REGELRÅDET,2015-11-07,5,912660680,0.75,ORGL,Kartverksveien 21,3511,HØNEFOSS,0605,RINGERIKE,NO,Norge
972417807,FINANSDEPARTEMENTET,1995-06-07,330,null,null,STAT,Akersgata 40,0180,OSLO,0301,OSLO,NO,Norge
964952167,STOKKE KOMMUNE,1995-06-07,0,null,null,KOMM,Nygaards alle 1,3160,STOKKE,0710,SANDEFJORD,NO,Norge
993729191,HAREID KOMMUNE SEKTOR FOR NÆRING KULTUR OG SAMFUNNSUTVIKLING,2009-02-11,104,964979278,0.71,ORGL,Rådhusplassen 5,6060,HAREID,1517,HAREID,NO,Norge
939807314,LENVIK KOMMUNE,1995-06-07,2154,null,null,KOMM,Rådhusveien 8,9300,FINNSNES,1931,LENVIK,NO,Norge
991520759,KONTROLLUTVALGSSEKRETARIATET I VEST-FINNMARK IKS/ OARJE-FINNMARKU SGO DARKKISTANLAVDEGOTTECALLINGODDI,2007-08-18,6,null,null,IKS,Altaveien 96B,9513,ALTA,2012,ALTA,NO,Norge
988181080,IDRETTSKOLEN NUMEDAL FOLKEHØGSKOLE OG ROLLAG RESSURSSENTER KF,2005-05-02,48,964963282,0.97,KF,Idrettsskolen 12,3626,ROLLAG,0632,ROLLAG,NO,Norge
974762005,VESTOPPLAND POLITIDISTRIKT,1995-08-09,0,915429785,0.14,ORGL,c/o Innlandet politidistrikt Vangsvegen 155,2321,HAMAR,0403,HAMAR,NO,Norge
920192033,MELØY KOMMUNE EIENDOM,2018-01-04,68,970189866,0.93,ORGL,Gammelveien 5,8150,ØRNES,1837,MELØY,NO,Norge
876821672,GJEMNES KOMMUNE HELSE OG OMSORG,1996-10-26,298,964981426,0.4,ORGL,Nordmørsvegen 24,6631,BATNFJORDSØRA,1557,GJEMNES,NO,Norge
974782499,RØYRVIK KOMMUNE SENTRALADMINISTRASJON,1996-10-26,20,964982120,0.7,ORGL,,7898,LIMINGEN,5043,RØYRVIK,NO,Norge
886705832,NISSEDAL KOMMUNE EINING FOR OMSORG,2004-03-19,95,964964343,0.12,ORGL,Treungvegen 398,3855,TREUNGEN,0830,NISSEDAL,NO,Norge
974775379,GAULAR KOMMUNE ETAT FOR LANDBRUK NÆRING OG TEKNISK,1996-10-26,34,963923988,0.92,ORGL,,6973,SANDE I SUNNFJORD,1430,GAULAR,NO,Norge
844385412,TRONSTADVANN INTERKOMMUNALE VANNVERK IKS,1995-02-20,0,null,null,IKS,Rådhuskvartalet Rådhusgata 18,4611,KRISTIANSAND S,1001,KRISTIANSAND,NO,Norge
974790203,BODØ KOMMUNE AVDELING FOR OPPVEKST OG KULTUR,1996-10-26,2236,972418013,0.73,ORGL,Kongens gate 23,8006,BODØ,1804,BODØ,NO,Norge
987183918,AGDER KOMMUNEREVISJON IKS,2004-09-16,20,null,null,IKS,Tollbodgata 37,4611,KRISTIANSAND S,1001,KRISTIANSAND,NO,Norge
988444820,EIKEREN VANNVERK IKS,2005-07-21,0,null,null,IKS,Fabrikkgata 5B,3320,VESTFOSSEN,0624,ØVRE EIKER,NO,Norge
974640228,HOLMESTRAND KOMMUNE TEKNISKE TJENESTER,1996-09-01,61,917151229,0.84,ORGL,Rådhusgaten 11,3080,HOLMESTRAND,0715,HOLMESTRAND,NO,Norge
974770180,BUSKERUD FYLKESKOMMUNE UTVIKLINGSAVDELINGEN,1996-05-28,101,964951373,0.85,ORGL,Hauges gate 89,3019,DRAMMEN,0602,DRAMMEN,NO,Norge
974761084,TRYGDERETTEN,1995-08-09,68,983887457,0.07,ORGL,Sandakerveien 130,0484,OSLO,0301,OSLO,NO,Norge
974766094,"LEKA KOMMUNE OPPVEKST, UNDERVISNING OG FRITID",1997-11-04,34,944484574,0.21,ORGL,Leknesveien 67,7994,LEKA,5052,LEKA,NO,Norge
874794422,RØST KOMMUNE SENTRALADMINISTRASJON,1998-01-15,9,945037687,0.19,ORGL,,8064,RØST,1856,RØST,NO,Norge
970542493,BODØ HAVN KF,1995-02-20,15,972418013,0.26,KF,Terminalveien,8006,BODØ,1804,BODØ,NO,Norge
974789841,KARLSØY KOMMUNE KULTUR- OG OPPVEKSTETATEN,1997-02-20,264,940330408,0.2,ORGL,Rådhuset,9130,HANSNES,1936,KARLSØY,NO,Norge
918964495,VÆRNESREGIONEN SAMFUNNSMEDISINSK ENHET,2017-05-08,7,939958851,0.59,ORGL,Kjøpmannsgata 13,7500,STJØRDAL,5035,STJØRDAL,NO,Norge
971579196,GRENSEKOMMISÆR FOR DEN NORSK-RUSSISKE GRENSE,1995-08-09,5,915429785,0.39,ORGL,,9915,KIRKENES,2030,SØR-VARANGER,NO,Norge
984297254,SNØHETTA OG KNUTSHØ VILLREINNEMND,2002-04-16,0,null,null,ORGL,Inge Krokanns veg 2,7340,OPPDAL,5021,OPPDAL,NO,Norge
974778246,NÆRØY KOMMUNE DRIFTS- OG UTVIKLINGSAVDELING,1996-09-01,81,944350497,0.18,ORGL,Idrettsvegen 1,7970,KOLVEREID,5051,NÆRØY,NO,Norge
974636271,BAMBLE KOMMUNE ENHET FOR SKOLE OG BARNEHAGE,1996-10-26,547,940244145,0.83,ORGL,Kirkeveien 12,3970,LANGESUND,0814,BAMBLE,NO,Norge
938634556,SØR-TRØNDELAG FYLKESKOMMUNE,1995-06-07,0,null,null,FYLK,Erling Skakkes gate 14,7013,TRONDHEIM,5001,TRONDHEIM,NO,Norge
974781042,STAVANGER KOMMUNE ØKONOMI,1996-09-01,131,964965226,0.07,ORGL,Olav Kyrres gate 19,4005,STAVANGER,1103,STAVANGER,NO,Norge
984055978,RISSA UTVIKLING KF,2002-02-21,0,944305483,0.77,KF,Rissa Rådhus,7100,RISSA,5054,INDRE FOSEN,NO,Norge
961821967,VAKSDAL KOMMUNE,1995-06-07,879,null,null,KOMM,Konsul Jebsensgata 16,5722,DALEKVAM,1251,VAKSDAL,NO,Norge
990584079,INNHERRED INTERKOMMUNALE LEGEVAKT IKS,2007-02-15,51,null,null,IKS,Sykehuset Levanger Helse Nord-Trøndelag HF,7600,LEVANGER,5037,LEVANGER,NO,Norge
876972522,PP-TJENESTEN FOR YTRE HELGELAND,1997-02-20,12,938712441,0.53,ORGL,Torolv Kveldulvsons gate 7,8800,SANDNESSJØEN,1820,ALSTAHAUG,NO,Norge
983998119,SØNDRE BUSKERUD POLITIDISTRIKT,2001-12-05,0,915429785,0.91,ORGL,Grønland 36,3045,DRAMMEN,0602,DRAMMEN,NO,Norge
995448351,BÆRUM KOMMUNE REVISJON OG FORMANNSKAP,2010-04-27,28,935478715,0.8,ORGL,Rådhustorget 4,1337,SANDVIKA,0219,BÆRUM,NO,Norge
976634284,FOLLO LANDBRUKSKONTOR,1996-08-28,8,964948798,0.34,ORGL,Skoleveien 3,1430,ÅS,0214,ÅS,NO,Norge
999576176,EID INDUSTRIHUS KF,2013-02-19,0,938521816,0.67,KF,Rådhusvegen 11,6770,NORDFJORDEID,1443,EID,NO,Norge
976822153,SKJERVØY KINO,1996-10-26,6,941812716,0.2,ORGL,Strandveien 39,9180,SKJERVØY,1941,SKJERVØY,NO,Norge
974795159,FINNMARK FYLKESKOMMUNE ADMINISTRASJONSAVDELINGA,1996-05-28,160,964994218,0.49,ORGL,Henry Karlsens plass 1,9800,VADSØ,2003,VADSØ,NO,Norge
964982953,NORDLAND FYLKESKOMMUNE,1995-06-07,3728,null,null,FYLK,Prinsens gate 100,8005,BODØ,1804,BODØ,NO,Norge
976819896,OSLO KOMMUNE BARNE- OG FAMILIEETATEN,1997-10-29,1054,876819872,0.22,ORGL,Munchs gate 5B,0165,OSLO,0301,OSLO,NO,Norge
974776723,AURE KOMMUNE KOMMUNEUTVIKLING,1996-09-01,165,988913898,0.94,ORGL,,6690,AURE,1576,AURE,NO,Norge
974794896,LEBESBY KOMMUNE SENTRALADMINISTRASJON,1997-06-11,30,940400392,0.57,ORGL,Strandvegen 152,9790,KJØLLEFJORD,2022,LEBESBY,NO,Norge
913457277,ELVERUM INTERKOMMUNALE LEGEVAKT,2014-04-02,46,952857991,0.64,ORGL,Kirkevegen 31,2413,ELVERUM,0427,ELVERUM,NO,Norge
984000049,FINNMARK POLITIDISTRIKT,2001-12-06,413,915429785,0.65,ORGL,Rådhussvingen 1,9900,KIRKENES,2030,SØR-VARANGER,NO,Norge
974761262,SJØFARTSDIREKTORATET,1995-08-09,345,912660680,0.58,ORGL,Smedasundet 50A,5528,HAUGESUND,1106,HAUGESUND,NO,Norge
974775778,VANYLVEN KOMMUNE HELSE OG SOSIAL,1996-09-01,632,964978662,0.12,ORGL,Rådhuset,6143,FISKÅ,1511,VANYLVEN,NO,Norge
974232952,NAV SOGN OG FJORDANE,1995-03-12,172,991012133,0.63,ORGL,Skrivarvegen 2,6863,LEIKANGER,1419,LEIKANGER,NO,Norge
983998585,NORDMØRE OG ROMSDAL POLITIDISTRIKT,2001-12-05,0,915429785,0.54,ORGL,Storgata 43,6508,KRISTIANSUND N,1505,KRISTIANSUND,NO,Norge
996258130,NEDRE ROMERIKE INNKJØPSSAMARBEID,2010-12-03,5,942645295,0.48,ORGL,Kuskerudvegen 11,1920,SØRUMSAND,0226,SØRUM,NO,Norge
938091900,SONGDALEN KOMMUNE,1995-06-07,907,null,null,KOMM,Songdalsvegen 53,4645,NODELAND,1017,SONGDALEN,NO,Norge
974777266,ORKDAL KOMMUNE HELSE OG FAMILIE,1997-02-20,103,958731558,0.2,ORGL,Allfarveien 5,7300,ORKANGER,5024,ORKDAL,NO,Norge
911570432,ORKDAL KOMMUNE INTERKOMMUNALE SAMHANDLINGSENHET,2013-02-14,61,958731558,0.43,ORGL,Allfarveien 5,7300,ORKANGER,5024,ORKDAL,NO,Norge
820575482,IKT HALLINGDAL,2018-03-09,0,964952612,0.81,ORGL,Gamlevegen 4,3550,GOL,0617,GOL,NO,Norge
972418005,MÅLSELV KOMMUNE,1995-06-07,1257,null,null,KOMM,Mellombygdveien 216,9321,MOEN,1924,MÅLSELV,NO,Norge
974780445,PEDAGOGISK-PSYKOLOGISK RÅDGIVNINGSKONTOR FOR YTRE NAMDAL,1996-09-01,7,944350497,0.26,ORGL,,7970,KOLVEREID,5051,NÆRØY,NO,Norge
944976728,VIKNA KOMMUNE,1995-06-07,864,null,null,KOMM,Engasvegen 27,7900,RØRVIK,5050,VIKNA,NO,Norge
988517798,HEIMEVERNET,2005-08-11,0,986105174,0.96,ORGL,Terningmoen,2403,ELVERUM,0427,ELVERUM,NO,Norge
987962348,VESTRE TOTEN KOMMUNE VOKSENOPPLÆRING,2005-03-04,48,971028300,0.48,ORGL,Sigurd Østliens veg 4,2830,RAUFOSS,0529,VESTRE TOTEN,NO,Norge
917618283,FORSVARETS FELLESTJENESTER FFT,2016-08-25,0,986105174,0.77,ORGL,Akershus Festning Glacisgata 1,0150,OSLO,0301,OSLO,NO,Norge
839953062,UNJARGGA GIELDA / NESSEBY KOMMUNE,1995-06-07,253,null,null,KOMM,RÅDHUSET,9840,VARANGERBOTN,2027,NESSEBY,NO,Norge
981338367,EVENES KOMMUNE PLEIE- OG OMSORGSTJENESTEN,1999-12-03,152,940642140,0.9,ORGL,Bjellgamveien 5,8534,LILAND,1853,EVENES,NO,Norge
974793024,HAMMERFEST KOMMUNE SEKTOR FOR HELSE OG OMSORG,1997-06-11,596,964830533,0.5,ORGL,Storgata 17,9600,HAMMERFEST,2004,HAMMERFEST,NO,Norge
982715539,"BERGEN KOMMUNE BYRÅDSAVDELING FOR FINANS, EIENDOM OG EIERSKAP",2000-11-30,1439,964338531,0.17,ORGL,Rådhusgaten 10,5014,BERGEN,1201,BERGEN,NO,Norge
974765934,LINDESNES KOMMUNE SKOLEADMINISTRASJON,1996-09-01,308,964966664,0.77,ORGL,Rådhusveien 9,4520,LINDESNES,1029,LINDESNES,NO,Norge
874775622,GLOPPEN KOMMUNE HELSE- OG OMSORGSTENESTA,1996-09-01,508,964969124,0.88,ORGL,Grandavegen 9,6823,SANDANE,1445,GLOPPEN,NO,Norge
974761211,ARBEIDSTILSYNET,1995-08-09,662,983887457,0.48,ORGL,Prinsens gate 1 Statens Hus,7013,TRONDHEIM,5001,TRONDHEIM,NO,Norge
974638835,DOVRE KOMMUNE HELSE- OG REHABILITERINGSAVDELING,1996-08-28,76,939849831,0.93,ORGL,Lars Moens veg 3,2660,DOMBÅS,0511,DOVRE,NO,Norge
938772924,HITRA KOMMUNE,1995-06-07,972,null,null,KOMM,Rådhusveien 1,7240,HITRA,5013,HITRA,NO,Norge
960885406,STATENS LÅNEKASSE FOR UTDANNING,1995-03-12,357,872417842,0.53,ORGL,Østre Aker vei 20,0581,OSLO,0301,OSLO,NO,Norge
964952434,LARDAL KOMMUNE,1995-06-07,0,null,null,KOMM,Svarstadtunet 15,3275,SVARSTAD,0712,LARVIK,NO,Norge
994517139,INTERKOMMUNALT BRANNVERNSSAMARBEID I VEST-TELEMARK IKS,2009-10-27,31,null,null,IKS,Vest-Telemark Kraftlag,3891,HØYDALSMO,0833,TOKKE,NO,Norge
976662938,HAUGALAND KOMMUNEREVISJON,1996-09-01,0,944073787,0.45,ORGL,Statsråd Vinjes gate 25,4250,KOPERVIK,1149,KARMØY,NO,Norge
974789809,SKJERVØY KOMMUNE KULTUR- OG UNDERVISNINGSETAT,1996-10-26,294,941812716,0.52,ORGL,Skoleveien 6,9180,SKJERVØY,1941,SKJERVØY,NO,Norge
916635451,KRISTIANSUND OG OMEGN LEGEVAKT,2016-01-27,12,991891919,0.66,ORGL,Herman Døhlens vei 1,6508,KRISTIANSUND N,1505,KRISTIANSUND,NO,Norge
942114184,HUSBANKEN,1995-08-09,335,972417858,0.35,ORGL,Grønland 53,3045,DRAMMEN,0602,DRAMMEN,NO,Norge
871035032,IVAR IKS,1995-03-12,272,null,null,IKS,Breiflåtveien 16,4017,STAVANGER,1103,STAVANGER,NO,Norge
989610651,FJELL KOMMUNE BARNEHAGAR,2006-03-18,238,951996777,0.64,ORGL,Foldnesvegen 1,5354,STRAUME,1246,FJELL,NO,Norge
996734951,FELLES BARNEVERNSTJENESTE I VALDRES,2011-03-23,18,961381908,0.35,ORGL,Jernbanevegen 24,2900,FAGERNES,0542,NORD-AURDAL,NO,Norge
974640945,TINN KOMMUNE KULTUR,1996-10-26,20,864963552,0.17,ORGL,Torget 1,3660,RJUKAN,0826,TINN,NO,Norge
986105174,FORSVARET,2003-10-01,18396,972417823,0.89,ORGL,Akershus festning Glacisgata 1,0150,OSLO,0301,OSLO,NO,Norge
